シェル,画面,ボタン名称,背景色,文字色,枠色
HIA健保管理,[青] 特定保健指導 対象者一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 特定保健指導 対象者一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 特定保健指導 対象者一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 特定保健指導 対象者一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 特定保健指導 対象者一覧,<,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 特定保健指導 対象者一覧,1,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 特定保健指導 対象者一覧,2,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 特定保健指導 対象者一覧,>,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 特定保健指導結果 XML出力,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 特定保健指導結果 XML出力,単月,#1a365d,#ffffff,transparent
HIA健保管理,[青] 特定保健指導結果 XML出力,期間,#ffffff,#a0aec0,transparent
HIA健保管理,[青] 特定保健指導結果 XML出力,↓ XMLを作成する,#1a365d,#ffffff,transparent
HIA健保管理,[青] 特定保健指導結果 XML出力,一括出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 特定保健指導結果 XML出力,<,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 特定保健指導結果 XML出力,1,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 特定保健指導結果 XML出力,2,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 特定保健指導結果 XML出力,3,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 特定保健指導結果 XML出力,>,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 保健指導請求書出力,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 保健指導請求書出力,請求書出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 保健指導請求書出力,請求書出力,#1a365d,#ffffff,transparent
HIA健保管理,[青] 保健指導請求書出力,請求書出力,#1a365d,#ffffff,transparent
HIA健保管理,[青] 保健指導請求書出力,請求書出力,#1a365d,#ffffff,transparent
HIA健保管理,[青] 健診結果インポート（保健指導用）,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 健診結果インポート（保健指導用）,インポート実行,#1a365d,#ffffff,transparent
HIA健保管理,[青] 労働時間インポート,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] ストレスチェック回答インポート,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] レセプト情報インポート,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] レセプト情報インポート,インポート実行,#1a365d,#ffffff,transparent
HIA健保管理,[青] お問い合わせ先,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] メール設定,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] メール設定,新規作成,#1a365d,#ffffff,transparent
HIA健保管理,[青] メール設定,編集,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] メール設定,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] メール設定,編集,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] メール設定,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] メール設定,編集,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] メール設定,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] メール設定,編集,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] メール設定,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] メール設定,編集,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] メール設定,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] メール設定,編集,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] メール設定,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] インフル補助 ダッシュボード,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] インフル補助 ダッシュボード,申請状況,transparent,#3182ce,transparent
HIA健保管理,[青] インフル補助 ダッシュボード,予約状況,transparent,#718096,transparent
HIA健保管理,[青] インフル補助 予約一覧,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] インフル補助 予約一覧,全て,#ffffff,#3182ce,#e2e8f0
HIA健保管理,[青] インフル補助 予約一覧,未予約,#ffffff,#718096,#e2e8f0
HIA健保管理,[青] インフル補助 予約一覧,予約済,#ffffff,#718096,#e2e8f0
HIA健保管理,[青] インフル補助 予約一覧,接種済,#ffffff,#718096,#e2e8f0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#1a365d,#ffffff,transparent
HIA健保管理,[青] インフル補助 予約一覧,CSV出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 予約一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 予約一覧,<,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] インフル補助 予約一覧,1,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] インフル補助 予約一覧,>,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] インフル補助 申請一覧,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] インフル補助 申請一覧,一括承認,#1a365d,#ffffff,transparent
HIA健保管理,[青] インフル補助 申請一覧,CSV出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認済み,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認済み,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認済み,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認済み,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] インフル補助 申請一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] インフル補助 申請一覧,承認,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 接種実績アップロード,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 接種実績アップロード,📥 フォーマットをダウンロード,#ffffff,#1a365d,#1a365d
HIA健保管理,[青] 接種実績アップロード,インポート実行（HIADB認証）,#1a365d,#ffffff,transparent
HIA健保管理,[青] インフル補助 請求管理,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] インフル補助 請求管理,一括出力,#ffffff,#1a365d,#1a365d
HIA健保管理,[青] インフル補助 請求管理,請求書,#ffffff,#3182ce,#3182ce
HIA健保管理,[青] インフル補助 請求管理,請求明細,#ffffff,#3182ce,#3182ce
HIA健保管理,[青] インフル補助 請求管理,請求書,#ffffff,#3182ce,#3182ce
HIA健保管理,[青] インフル補助 請求管理,請求明細,#ffffff,#3182ce,#3182ce
HIA健保管理,[青] インフル補助 請求管理,請求書,#ffffff,#3182ce,#3182ce
HIA健保管理,[青] インフル補助 請求管理,請求明細,#ffffff,#3182ce,#3182ce
HIA健保管理,[青] アカウント管理,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] マイアカウント,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 疾患予測対象者一覧,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 疾患予測対象者一覧,案内を送付,#1a365d,#ffffff,transparent
HIA健保管理,[青] 疾患予測対象者一覧,対象者出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 疾患予測対象者一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測対象者一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 疾患予測対象者一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測対象者一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 疾患予測対象者一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測対象者一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 疾患予測対象者一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測対象者一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 疾患予測対象者一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測対象者一覧,案内を送付,#2a4d9b,#ffffff,#2a4d9b
HIA健保管理,[青] 疾患予測対象者一覧,<,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 疾患予測対象者一覧,1,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 疾患予測対象者一覧,2,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 疾患予測対象者一覧,3,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 疾患予測対象者一覧,>,#ffffff,#626262,#e2e8f0
HIA健保管理,[青] 面談ダッシュボード,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 面談対象者一覧,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 面談結果入力,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 労基署報告,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 企業情報 一覧,一括インポート,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 企業情報 一覧,企業を登録する,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 企業情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 企業情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 企業情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 企業情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 企業の登録,キャンセル,#ffffff,#666666,#cccccc
HIA健保管理,[青] 企業の登録,登録,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 事業所情報 一覧,一括インポート,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 事業所情報 一覧,事業所を登録する,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 事業所情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 事業所情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 事業所情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 事業所情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 事業所情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 事業所情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 事業所情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 事業所情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 事業所の登録,キャンセル,#ffffff,#666666,#cccccc
HIA健保管理,[青] 事業所の登録,登録,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 部署情報 一覧,一括インポート,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 部署情報 一覧,部署を登録する,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 部署情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 部署情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,選択した 0 件を紐づける,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者情報 一覧,検索結果すべて（22件）を紐づける,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 加入者情報 一覧,紐づけページ,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 加入者情報 一覧,一括インポート,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 加入者情報 一覧,CSVで出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 加入者情報 一覧,加入者情報を登録する,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者情報 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者情報 一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者の登録,キャンセル,#ffffff,#666666,#cccccc
HIA健保管理,[青] 加入者の登録,登録,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] アカウント一覧,アカウント登録,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] アカウント一覧,編集,#e8f0fb,#2563b0,#bdd4ec
HIA健保管理,[青] アカウント一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] アカウント一覧,編集,#e8f0fb,#2563b0,#bdd4ec
HIA健保管理,[青] アカウント一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] アカウント一覧,編集,#e8f0fb,#2563b0,#bdd4ec
HIA健保管理,[青] アカウント一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] アカウント一覧,編集,#e8f0fb,#2563b0,#bdd4ec
HIA健保管理,[青] アカウント一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] アカウント一覧,編集,#e8f0fb,#2563b0,#bdd4ec
HIA健保管理,[青] アカウント一覧,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] アカウント一覧,自分の情報を編集,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] アカウントの登録,キャンセル,#ffffff,#666666,#cccccc
HIA健保管理,[青] アカウントの登録,確認画面へ進む,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 健康保険組合 一覧,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 疾患予測 一覧,予測を実行する,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 疾患予測 一覧,絞り込む,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 疾患予測 一覧,条件をクリア,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 疾患予測 一覧,CSVで出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 疾患予測 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 疾患予測 一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 操作ログ,この条件でCSV出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 操作ログ,すべてCSV出力,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] マイアカウント（画面）,アカウント管理へ,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] マイアカウント（画面）,更新,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] マイアカウント（画面）,パスワードを変更する,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 機能制御の設定,戻る,#ffffff,#666666,#cccccc
